id,meter_code,category,zone,date_creation
49293,O1BT376737,R3,N,2021-08-07
49294,M1YT765483,I,O,2023-07-22
49295,L4IO142822,S,C,2023-01-22
49296,V7PK511547,R4,SE,2023-09-08
49297,Q2DN682875,R4,N,2023-10-28
49298,D8YR642165,S,C,2023-08-04
49299,B3KL868783,R4,SO,2023-03-11
49300,L1ER457744,C,NO,2021-06-14
49301,D8FQ438484,I,C,2022-08-22
49302,A7RT366832,I,C,2022-11-14
49303,D3NE466831,C,S,2022-05-29
49304,F4XO472652,I,NE,2022-07-20
49305,L2PE562638,CE,E,2022-07-22
49306,A8IQ884681,I,E,2023-10-24
49307,I5OS881556,CE,NE,2023-10-03
49308,R5HU885318,S,E,2023-07-21
49309,N8PX351862,CE,N,2021-05-24
49310,Q5JG668334,P,N,2021-01-12
49311,X7AO318611,S,N,2022-06-05
49312,T6GL221715,I,S,2023-09-02
49313,A8TA117538,C,O,2022-12-07
49314,B2GY386326,I,E,2021-01-21
49315,Q7PD876836,CE,SO,2022-08-27
49316,D3YL311456,R1,C,2022-12-05
49317,V6DI271515,R2,NO,2022-02-14
49318,O7DG564271,P,N,2023-07-04
49319,E8YS552464,CE,NO,2021-12-14
49320,U8DD863561,C,SE,2023-11-29
49321,U1CE177123,R2,O,2022-12-31
49322,V6HC587461,R3,NE,2023-07-26
49323,W4IT413364,C,SO,2022-09-19
49324,E1PW554642,R4,N,2023-04-18
49325,D2MU416343,C,S,2022-07-03
49326,Q7WT154711,R2,NE,2021-01-19
49327,B2TA387351,R2,NE,2022-01-02
49328,O8CR143137,R4,C,2023-09-27
49329,K8BW455781,I,O,2023-05-17
49330,E8LT836462,I,S,2022-09-21
49331,Y8FO111412,CE,N,2022-08-05
49332,T3WO521544,I,SO,2023-07-28
49333,P8AY856764,R2,O,2023-02-22
49334,I4BX244647,R3,S,2021-09-01
49335,S7YN515556,P,O,2023-08-20
49336,Y6SW683314,I,SO,2021-11-18
49337,N8JO738253,I,NE,2023-11-09
49338,K6TH147687,P,E,2021-07-24
49339,V4RP661545,R3,SO,2022-06-20
49340,D7CH645318,R3,E,2022-11-30
49341,N3JM545536,R3,N,2021-04-11
49342,U5UO118466,R3,C,2022-11-19
49343,R2FF116184,P,NO,2022-10-09
49344,F8IS148374,P,N,2021-04-03
49345,D2QX857117,C,SO,2023-05-07
49346,Q5NB614812,R4,NE,2023-04-19
49347,I4IS441668,I,S,2023-01-12
49348,W7EX724377,R3,NE,2023-06-01
49349,Q8KV668255,I,O,2021-01-14
49350,B8OJ285141,I,SE,2023-07-02
49351,E6HG664854,R1,S,2022-03-25
49352,C4FA435272,R3,S,2023-02-22
49353,T8TU136832,S,SO,2023-07-22
49354,Y5DM216576,I,NE,2023-11-04
49355,K5LI117715,R3,NE,2022-05-22
49356,N8LA642241,R4,E,2022-09-28
49357,N7NI724818,R4,C,2022-12-06
49358,F7YR627342,I,SE,2021-04-22
49359,U8VJ317522,CE,SO,2021-09-23
49360,N8SV888624,R4,NE,2021-10-20
49361,E3DP258652,I,NE,2023-09-18
49362,O5AB264421,R1,E,2021-04-15
49363,C5DP311737,R3,E,2022-05-20
49364,T3PM826476,R2,SO,2023-12-17
49365,T7AG527178,S,N,2022-08-02
49366,D1IM613743,R2,S,2022-02-15
49367,Y2GI481282,I,C,2023-01-05
49368,D8BE813667,P,SO,2023-05-19
49369,C3IR713361,P,SE,2023-07-27
49370,O7IC862421,P,N,2023-09-01
49371,S2BS272555,R2,S,2022-04-14
49372,Y3JE514586,I,C,2023-10-30
49373,F6TX816613,C,NE,2023-03-17
49374,O4UV122342,R2,E,2021-05-14
49375,B4JK544834,I,SO,2022-12-20
49376,O3CJ166287,I,N,2022-01-22
49377,H7NJ447434,P,S,2021-12-13
49378,U8YF754213,R1,SO,2021-11-25
49379,L3OF584863,I,NE,2023-02-17
49380,E7QK884782,R3,NE,2023-12-10
49381,W2NO334265,R4,N,2021-11-03
49382,V2NO563786,R1,SE,2021-01-10
49383,A5KI316865,R4,S,2021-10-15
49384,K6PD852273,R1,O,2021-01-17
49385,S2DH287167,C,N,2022-07-16
49386,A3OX673257,I,S,2023-10-20
49387,U6QB733673,CE,SE,2022-05-21
49388,B4AI322152,I,SO,2023-07-05
49389,Q3GE156616,R4,S,2021-01-13
49390,S5GM128188,P,NE,2021-05-02
49391,P1NE181235,C,O,2021-04-02
49392,H3XQ163615,S,C,2022-10-20
49393,H6PW763147,CE,S,2021-04-22
49394,V1RK547713,S,SO,2022-04-11
49395,R1RY554227,I,O,2022-01-03
49396,Q4BG552148,R2,O,2022-08-29
49397,C7HL466335,CE,E,2021-08-20
49398,E2GP182856,R3,N,2021-07-12
49399,E1TN341137,R4,S,2022-06-27
49400,B7NW718547,P,S,2023-02-04
49401,N8HV127282,R4,NO,2023-07-28
49402,X3UN523364,I,S,2023-11-05
49403,P5YF655441,R3,O,2022-09-17
49404,K7FP178185,R1,NE,2023-08-26
49405,I6JJ687756,P,SE,2021-01-13
49406,Y2VK154536,R3,NE,2023-04-30
49407,X5HW136777,P,C,2023-03-03
49408,G3VB267421,S,NO,2021-11-21
49409,U4UO168743,R4,C,2022-12-21
49410,S5MM524285,CE,O,2021-02-19
49411,L2ER214148,S,NO,2021-05-15
49412,H8VE742111,R2,NO,2023-08-06
49413,J2VT274722,R2,S,2022-01-30
49414,N7YQ774368,S,NO,2023-04-25
49415,B3QV275411,I,E,2023-02-24
49416,J6JM624462,R1,NE,2021-02-27
49417,A7LW188542,C,S,2023-07-31
49418,E8YV585786,R4,E,2021-10-06
49419,U5JX854276,I,SO,2021-02-28
49420,Q3PI525824,C,NO,2022-06-01
49421,S4GT254672,CE,NO,2023-11-23
49422,Q4WE847582,I,O,2021-03-19
49423,B3FF352283,R2,NE,2021-03-22
49424,G7NM815277,S,N,2021-08-18
49425,K4BL782818,C,O,2022-05-04
49426,A2XP586758,R1,SE,2021-09-24
49427,W2RF727767,I,SO,2022-01-29
49428,L2RI115828,CE,NO,2022-03-02
49429,J3VH246486,R3,S,2022-04-09
49430,E3IJ442821,R3,SO,2022-03-13
49431,B4VM618816,CE,SO,2021-09-19
49432,A5OC764262,S,NE,2022-12-03
49433,M7OB767818,P,S,2023-11-09
49434,F2UG145314,S,SO,2023-02-17
49435,K3BD244383,R4,SO,2023-12-27
49436,R7TR471425,CE,E,2021-04-17
49437,K6PV131635,CE,NE,2021-08-07
49438,E4NG838828,C,SO,2022-09-11
49439,M7LH138263,I,N,2023-01-22
49440,W8XK541257,CE,E,2022-11-18
49441,H2VY366871,S,SO,2021-06-03
49442,L5EG248566,C,SO,2023-12-21
49443,C7SI443317,R3,NO,2023-04-27
49444,U6BE287483,I,O,2022-07-05
49445,V1VM175855,R4,N,2021-01-27
49446,E7PN362514,I,O,2021-09-29
49447,S7FT586787,I,C,2023-12-15
49448,V2SE122377,R3,SE,2023-12-07
49449,U7BO753244,I,E,2023-12-01
49450,O8BB154672,R3,SO,2021-07-02
49451,T3DA782456,R2,SO,2021-01-11
49452,B7AS545471,S,E,2022-03-23
49453,S5OR558614,P,E,2023-08-05
49454,M2MQ533575,R4,NO,2022-07-17
49455,Y2YV465467,C,E,2021-01-26
49456,N3WJ761711,R3,N,2021-11-24
49457,P7LI182413,I,S,2022-03-24
49458,F1SW484547,I,E,2023-05-13
49459,K5PQ678144,I,N,2023-10-09
49460,Q3GI417347,CE,SO,2021-03-21
49461,F7BX616148,R2,C,2022-12-08
49462,P6NE875225,R4,NE,2022-04-21
49463,R6QS618771,I,O,2022-11-05
49464,W1AI465566,P,C,2021-07-09
49465,Q3DM247217,R1,N,2023-07-13
49466,M5BD211161,C,C,2021-01-17
49467,N1TJ723765,CE,S,2022-05-13
49468,L1WC722481,R1,NE,2023-12-10
49469,Q6DU688241,I,SO,2021-11-20
49470,O6FO487234,R4,E,2021-10-29
49471,R8WH783138,S,SE,2023-06-18
49472,T7PN325475,R4,S,2021-01-14
49473,O3IS553742,R4,E,2021-09-05
49474,K5NY635228,S,NO,2023-12-17
49475,N5EE757782,I,O,2021-10-24
49476,A7YK242213,R3,NO,2021-10-01
49477,Q6TA246211,R1,SE,2023-11-04
49478,O2QK847513,R1,O,2023-08-22
49479,A8JD373821,CE,E,2021-12-01
49480,P3QM488545,S,O,2023-10-14
49481,O4XW777344,I,NO,2021-01-17
49482,Q6SG511358,R3,N,2021-07-02
49483,G5LW725476,I,SO,2023-12-11
49484,O1PI858374,S,SE,2021-12-13
49485,P2PP176853,R4,NO,2023-06-18
49486,F2SL816773,C,N,2022-07-06
49487,X6DX666212,I,SE,2021-11-28
49488,L6OY352874,I,SO,2023-01-31
49489,W2NR418417,R1,C,2022-07-03
49490,F8SE831426,R1,SO,2022-09-16
49491,J1EQ475851,R4,C,2021-01-16
49492,P2WU553327,I,E,2021-05-27
49493,U5TF136626,R1,C,2023-03-25
49494,I7MI345368,I,S,2021-01-29
49495,D5HO314273,R2,N,2021-09-12
49496,K7KN743628,R2,N,2021-11-12
49497,S4XJ583154,CE,SO,2021-09-28
49498,E8LV123562,R1,NE,2023-12-31
49499,N4LY544414,R2,NE,2023-07-08
49500,M2SE178743,I,S,2021-11-14
49501,B4AR156272,R4,E,2023-05-20
49502,R2HF323611,I,N,2022-06-08
49503,P1FS148162,R2,NO,2023-04-08
49504,D2OP127183,R3,O,2023-10-20
49505,N2DE414468,S,E,2021-04-20
49506,K5CP428345,I,O,2021-01-18
49507,J4IC386557,I,NO,2023-05-04
49508,J4CO557424,I,NO,2022-10-26
49509,N2BS728556,I,O,2021-07-18
49510,M4DJ848883,CE,N,2021-02-19
49511,E3WU263183,I,NE,2023-01-22
49512,T1WD161227,CE,SO,2023-05-12
49513,T7SD433685,R3,SE,2021-08-13
49514,T6VA521663,P,N,2022-10-24
49515,E7QK868748,S,NE,2023-01-05
49516,U8UW782557,R3,NO,2021-08-10
49517,O7AK773673,P,C,2023-09-13
49518,J1CI127136,R3,NE,2023-03-04
49519,I2QH432642,S,N,2022-02-26
49520,R4RX462641,I,O,2022-07-04
49521,A3MH154717,R4,SO,2023-01-09
49522,U8KL177213,R1,NO,2022-01-19
49523,W1HW657571,C,NE,2022-12-08
49524,C7CM643778,I,NO,2023-05-21
49525,X2AB341444,C,C,2021-10-05
49526,C8RT343415,P,C,2021-12-26
49527,V8QN427822,C,E,2021-03-09
49528,R7GP345524,R3,S,2023-04-21
49529,W4OF475475,R2,SE,2023-11-28
49530,P2XS758461,C,O,2022-11-02
49531,X4QV345572,S,N,2022-11-19
49532,P5NN554155,R4,NO,2021-12-05
49533,W2FE558121,CE,C,2021-04-19
49534,Y5SP373285,C,NE,2021-03-12
49535,G1CK332183,P,NE,2021-05-11
49536,Q8UB127433,I,SE,2021-08-10
49537,I3XM851437,CE,SE,2023-02-15
49538,W7CX873357,R2,NE,2021-05-08
49539,O2QT426365,R3,E,2022-10-15
49540,B6MW385357,S,S,2021-10-06
49541,Q1RS113365,P,SO,2023-09-09
49542,R3QN575347,I,C,2021-11-07
49543,H1FL563172,I,NO,2023-01-09
49544,L4YA113783,S,C,2022-08-05
49545,P8NV463618,R2,O,2022-07-19
49546,H6WW814721,P,SO,2021-04-27
49547,M1HC138145,R4,E,2021-09-15
49548,M1UM485884,R1,NO,2023-10-09
49549,J8NB758456,C,S,2021-08-19
49550,I7UA417262,P,NE,2023-09-25
49551,X4GI426746,P,SO,2023-02-23
49552,K3FV542626,R2,SE,2022-05-28
49553,U7OW261222,CE,NE,2022-06-29
49554,H6NU432248,P,N,2021-08-21
49555,O5OD287266,C,NO,2021-12-19
49556,I6YC762155,R4,SO,2021-02-09
49557,B3LR184583,C,SE,2022-07-30
49558,K2CL668661,I,S,2023-04-12
49559,P4IP451546,I,N,2023-10-07
49560,U3HN166336,R1,S,2021-06-02
49561,K3PC281873,R4,SE,2022-01-26
49562,S3SJ866224,S,O,2021-06-05
49563,X6GT143347,I,SE,2021-04-21
49564,F7GV831758,I,NO,2023-12-02
49565,W4ED586311,CE,NO,2022-05-26
49566,E6DL483642,I,C,2023-07-24
49567,I5WJ618632,R2,SO,2023-09-28
49568,L8OS614451,R1,SO,2022-04-14
49569,B6LD312471,CE,C,2022-09-30
49570,J4UK151513,I,NE,2022-07-16
49571,T4WF127761,P,NE,2023-09-26
49572,W6PS283221,I,S,2022-03-21
49573,W8FH748117,S,SE,2023-05-01
49574,D2HP876778,R3,S,2021-03-28
49575,Q8CY427425,I,C,2022-01-26
49576,C7LC254486,R3,NE,2023-04-26
49577,V4DG742252,P,SO,2021-10-13
49578,V3KA282542,I,O,2021-08-31
49579,U3RP381346,I,S,2023-12-20
49580,G4VS238117,I,NE,2021-10-27
49581,U4YB265856,R4,S,2023-10-08
49582,L7PP626466,C,NO,2022-08-19
49583,E4LO761834,R2,E,2022-10-20
49584,R6VK883471,P,C,2023-09-01
49585,W4TX342773,CE,E,2022-08-22
49586,C2CC872388,R1,SE,2023-12-09
49587,V3YB733365,R1,N,2022-03-21
49588,V8SY484576,R2,N,2023-04-17
49589,U5DI267518,I,O,2021-05-30
49590,X4FM857582,S,C,2023-12-27
49591,Y5BY238236,CE,NE,2021-09-22
49592,N4UA616887,CE,E,2023-09-30
49593,J6IH581368,C,E,2021-02-11
49594,F1IR242861,R1,E,2023-11-15
49595,A1TB126522,S,SO,2022-10-04
49596,F5XG276817,I,SO,2022-04-21
49597,Q8HI324761,S,SO,2022-10-19
49598,P2GQ744227,P,O,2022-03-03
49599,F5CO111334,R4,C,2023-04-27
49600,C7OE568186,I,C,2022-08-13
49601,Y6SQ646121,R1,S,2023-07-18
49602,M8VC477613,P,C,2022-11-27
49603,P1BM538541,R2,C,2022-03-30
49604,M8JQ523871,C,NO,2022-07-11
49605,M1WM256516,P,E,2022-01-02
49606,D1PY277222,R2,NO,2022-11-06
49607,T6EC777674,CE,E,2022-02-10
49608,J3RD155211,R3,SO,2022-03-21
49609,T2EQ444712,R4,SE,2021-10-06
49610,O6GW375886,R3,S,2021-03-03
49611,C7WH624354,S,E,2023-09-04
49612,O5MA276176,R3,C,2022-11-14
49613,R6GV385167,R1,SE,2023-07-13
49614,B2SE247763,R3,SE,2021-09-17
49615,G3QS831275,C,NE,2021-03-17
49616,B4GC127422,S,SE,2021-03-08
49617,B6QN846176,P,SE,2022-11-21
49618,R1ED153173,C,E,2023-01-07
49619,N7KC242565,R4,NO,2022-01-29
49620,L5VO768313,P,E,2021-11-11
49621,L7MU171471,R2,SO,2021-10-19
49622,K7UN451543,R1,N,2021-09-16
49623,Q1LQ136456,C,SO,2023-07-15
49624,S1OK328138,CE,E,2022-09-10
49625,D6NK112215,I,NE,2021-01-22
49626,A3EW678524,S,S,2022-06-20
49627,G3XW557813,I,SE,2022-05-28
49628,L4LN835553,P,SE,2022-04-17
49629,R7IN372543,C,NE,2023-10-08
49630,O5FO348847,I,N,2023-01-31
49631,P5LF566532,R3,NO,2023-04-13
49632,G4VN768738,CE,NO,2023-04-06
49633,T7OS475527,R1,SO,2021-06-12
49634,S5LM337514,I,O,2023-10-21
49635,Q4JX531544,S,NO,2023-01-01
49636,M6WH677316,CE,N,2022-03-31
49637,K8RF267761,R1,SE,2023-06-21
49638,B5YU317543,CE,NE,2023-12-02
49639,V1EO823284,P,S,2023-03-16
49640,B7UU436533,R4,NO,2022-08-01
49641,E4AQ353768,P,C,2023-04-03
49642,O1JI121836,R4,O,2021-10-22
49643,L2JW265588,R1,SE,2022-09-28
49644,I3YI613637,R3,S,2021-07-19
49645,K7XU416538,C,SE,2021-09-21
49646,Q3RO373241,CE,O,2021-03-03
49647,Q3EK172535,R3,N,2022-11-28
49648,Y8RB166357,I,C,2021-01-07
49649,H6KK646611,I,E,2022-07-17
49650,F1TD373211,I,S,2022-01-18
49651,Q8CN523122,R3,C,2023-06-12
49652,E2WB332243,R4,SO,2023-02-21
49653,G5HD844324,I,C,2021-10-05
49654,A4AQ551468,R3,O,2021-05-27
49655,D6NI645855,R1,C,2023-10-31
49656,T2TC233813,C,N,2022-11-29
49657,X2JY434745,C,SE,2023-09-18
49658,L1LR368846,I,E,2021-09-23
49659,E6VL257653,P,NO,2023-04-05
49660,N3FF831858,R1,NE,2023-08-19
49661,M8RP153273,R1,NE,2023-07-12
49662,S3DO576318,R2,NE,2023-12-05
49663,S6YS315148,R4,SO,2022-06-28
49664,N1HX225128,R3,SO,2023-02-08
49665,V7PN562265,P,NE,2021-01-09
49666,G5OG258125,R4,SO,2021-05-09
49667,J8AG421275,P,O,2023-03-14
49668,P5JB534531,I,NO,2021-11-05
49669,S4IX526658,R1,SE,2021-10-24
49670,J4CK251117,R3,SE,2022-08-02
49671,Y6OA467732,CE,C,2021-07-28
49672,Y3GY466415,C,C,2021-08-21
49673,W7HO717415,R3,C,2021-01-31
49674,R1MT633264,I,NO,2021-01-08
49675,Y6WC347465,R4,SO,2022-02-03
49676,X4LU584774,R1,N,2023-01-15
49677,O2BW262624,CE,O,2022-09-24
49678,O2YQ167625,CE,C,2022-06-14
49679,K8ER767836,I,NE,2023-05-08
49680,B8HG862133,R1,NE,2021-11-03
49681,B6BA121745,R4,O,2021-11-10
49682,X8IT224222,P,N,2023-12-30
49683,V2BA614884,I,N,2023-07-21
49684,F2AY777316,R4,O,2021-10-18
49685,H3SE381483,C,N,2022-02-09
49686,K8HC312716,S,NO,2022-06-28
49687,I6NP886413,P,E,2022-12-07
49688,C7JA148623,CE,E,2021-11-09
49689,A2FW573434,R2,S,2023-04-21
49690,C6BI381212,CE,SO,2023-10-21
49691,Q8NS628182,S,C,2023-08-31
49692,S2OK856658,S,E,2023-05-10
49693,K3SG841542,S,C,2021-10-30
49694,X4AF615282,P,O,2023-03-31
49695,T7UE767422,R3,SE,2022-05-07
49696,S4FK336866,CE,E,2023-09-18
49697,Y7VD883187,R1,NE,2022-08-31
49698,X8GY113873,C,N,2022-08-17
49699,J8EW124732,R1,NO,2022-08-21
49700,B7AR125836,S,NO,2021-05-30
49701,T7PY723212,I,NE,2021-12-17
49702,C1GV711726,P,SO,2022-12-02
49703,N6XG778364,R3,NO,2021-07-20
49704,S2RA712388,I,SE,2021-04-01
49705,G5XR284146,S,NE,2023-04-05
49706,N8BA311771,S,SE,2022-04-29
49707,X8HW278318,I,N,2021-07-18
49708,U3RO153686,CE,NE,2023-07-28
49709,I1XP865721,C,C,2023-08-14
49710,M1YA336245,R4,SE,2022-03-11
49711,J6LK227821,CE,E,2023-09-08
49712,W4VJ278122,C,SO,2022-07-01
49713,X8CB363548,P,E,2021-10-30
49714,G6GM881348,S,C,2023-02-12
49715,Y1IA235533,R1,S,2023-10-29
49716,K5MA745174,C,N,2022-01-24
49717,W6OK156258,R1,SE,2023-04-20
49718,A8XN635287,R3,SE,2023-11-01
49719,S7TN722747,I,NO,2021-04-26
49720,H4PJ537856,I,E,2023-04-29
49721,E4MR811317,CE,NO,2022-04-28
49722,C2QQ528612,R2,SO,2021-11-11
49723,W5SE456626,R3,S,2023-11-08
49724,B3AN271148,C,O,2021-05-12
49725,D4GG428452,C,NE,2021-07-15
49726,S1TH883255,C,SE,2021-03-24
49727,X8FR375831,R3,NO,2023-02-20
49728,B4GO738246,P,S,2023-04-30
49729,H2MP877412,I,N,2022-12-26
49730,P5XY831175,CE,NE,2022-01-20
49731,E3SJ526228,R1,SO,2023-10-24
49732,F2OC673786,R2,E,2021-07-03
49733,N2KQ547451,I,NE,2022-10-15
49734,L5WK176727,S,SE,2023-06-07
49735,J7BU868322,R4,N,2023-04-27
49736,A1TY227352,C,NO,2023-02-07
49737,R5YN434581,S,O,2023-02-28
49738,W5CK761151,I,C,2022-01-13
49739,K6SY585514,I,N,2022-06-03
49740,Q8PF246447,S,NO,2022-09-20
49741,F8BQ727814,R2,E,2022-07-11
49742,J2GE817652,R3,C,2021-03-11
49743,F4BL721161,I,O,2023-08-28
49744,R6EV126487,S,SO,2023-05-29
49745,N8QX641216,R4,NO,2023-07-21
49746,I1FQ125767,P,C,2022-05-30
49747,I4GC356625,P,N,2022-11-26
49748,M4IW754418,P,S,2023-01-05
49749,X1CA188675,P,O,2021-02-20
49750,C6DI771378,R1,SO,2022-12-31
49751,G2PU512867,R4,SO,2021-06-30
49752,F4TV365141,R3,N,2023-03-30
49753,E4IB128861,C,N,2021-09-09
49754,D2XQ726257,R2,SE,2022-06-28
49755,O4EE785642,P,S,2022-07-26
49756,F3BP415143,P,SE,2023-09-18
49757,D6VH135871,I,N,2021-02-22
49758,O1MG768862,C,E,2022-11-24
49759,C6PY313877,R2,O,2021-02-12
49760,X3VN717715,I,SO,2023-02-02
49761,C2JA652687,R3,C,2022-09-21
49762,T8KN275427,S,NE,2021-03-07
49763,V2QV262166,I,E,2023-10-29
49764,W5RY285518,R3,NO,2022-08-30
49765,V1VU511641,C,SE,2023-07-20
49766,Y3MD335234,R4,NE,2022-09-15
49767,V6FQ557417,R1,SO,2022-11-03
49768,A7ML818265,CE,N,2023-12-08
49769,E8WH265233,S,NO,2023-08-14
49770,O6CQ357535,I,N,2023-05-20
49771,G7OR175676,P,SO,2021-11-17
49772,M4WS887884,R3,SE,2023-09-22
49773,A5PG284228,S,S,2023-07-28
49774,T6WA414841,C,SE,2022-06-17
49775,N8BA356248,R4,E,2021-09-29
49776,I1AH277155,P,NO,2023-08-09
49777,I6YY483553,R3,SE,2023-12-29
49778,A1OU247824,S,O,2023-05-01
49779,L5BP187371,C,C,2023-09-04
49780,F4NY148537,R4,N,2022-05-03
49781,D8PP832717,P,O,2022-03-29
49782,N3ML242267,R4,E,2023-02-13
49783,K8XS347364,I,O,2023-12-10
49784,A2SM371372,CE,S,2021-10-04
49785,J5EM881224,I,NE,2021-08-31
49786,L6VH827648,CE,N,2022-12-30
49787,O1YX552172,P,E,2021-10-02
49788,C1JL233342,I,O,2022-12-19
49789,M5GB528111,R1,SE,2021-04-18
49790,D3KL817215,P,C,2022-09-26
49791,C6VY515481,I,S,2021-08-20
49792,G7ID611543,CE,E,2022-11-13
49793,P7PJ555152,S,C,2022-04-18
49794,W4FF157825,R2,O,2022-01-20
49795,I4GN575568,I,SO,2021-12-04
49796,G6IG516728,R2,O,2021-12-11
49797,M6OF558156,P,NE,2023-06-05
49798,G2QX787476,I,E,2021-03-24
49799,K7JQ142377,I,S,2023-04-11
49800,U1EY775281,R1,S,2021-11-28
49801,P1TD713136,S,NE,2023-12-03
49802,N4NQ572622,S,E,2021-04-14
49803,Y2YO366252,C,NO,2021-02-01
49804,P3YG731221,R1,SO,2022-07-27
49805,B7VH176188,C,E,2022-04-21
49806,F2AE156284,S,N,2021-08-26
49807,K2XT745834,P,S,2022-12-04
49808,B6IS763168,CE,C,2023-03-15
49809,O4TQ143853,CE,C,2022-04-03
49810,T7KH521233,I,NO,2023-02-19
49811,V2GL473432,C,C,2022-03-14
49812,G3FL645185,R1,C,2021-12-15
49813,J1KS755644,C,S,2023-07-03
49814,B1CJ837237,S,NE,2023-08-13
49815,T1FB162213,S,C,2021-05-15
49816,J6WP614277,C,E,2023-01-12
49817,C7BH625567,R4,SO,2023-02-18
49818,H1XG287532,I,SE,2022-01-16
49819,W8SR528634,I,NE,2023-07-16
49820,F6KH876752,I,O,2021-11-30
49821,K2VT578717,C,E,2021-09-30
49822,V5WR273876,CE,SO,2022-04-09
49823,K8KO682213,R1,SE,2021-08-16
49824,O6HN676461,I,N,2022-02-12
49825,S8CY687554,R4,S,2021-05-01
49826,P3RE414111,I,N,2023-03-05
49827,O5GQ172573,CE,SO,2022-02-07
49828,Y7XC575684,S,SE,2022-06-21
49829,B2MR341178,CE,O,2023-09-28
49830,Y2NT678242,R2,O,2021-03-28
49831,S1DP874881,R3,NE,2023-12-12
49832,V4HF774235,I,O,2023-10-07
49833,W8KI776461,P,C,2023-07-28
49834,X8HA364651,I,NE,2022-10-24
49835,O8VM377426,P,SO,2022-10-05
49836,V5BK851645,R4,NO,2022-03-01
49837,M5KV786388,P,NO,2023-10-06
49838,L7WM145175,I,NE,2022-06-06
49839,K8BG154514,R3,NO,2023-10-05
49840,P8KR773668,R1,S,2021-09-07
49841,O3KX341675,R1,O,2021-09-20
49842,Y4XE574626,CE,S,2023-08-05
49843,H4NL515714,R4,NE,2023-07-21
49844,K5FO341542,C,S,2022-05-11
49845,C4YY122882,S,NE,2021-08-17
49846,Q8VF458136,C,NO,2022-02-08
49847,V8XJ776544,P,C,2022-08-03
49848,A1QX158721,R1,N,2021-03-29
49849,R1OX215124,I,S,2023-06-14
49850,O4XH685225,I,NE,2022-02-11
49851,O1WU836233,S,N,2021-05-15
49852,T8IH816764,R3,SO,2023-01-10
49853,X1DA121625,C,O,2023-07-06
49854,G3LO615577,I,E,2021-07-05
49855,K1OV541154,C,NO,2021-06-09
49856,F8VX824685,CE,SE,2021-08-13
49857,Q3SA887873,I,O,2022-10-29
49858,Y2NN815417,I,SE,2022-10-29
49859,O8XT313272,P,SO,2021-10-04
49860,T3UU411483,S,SO,2023-07-27
49861,E5DI315516,P,SO,2023-12-01
49862,D4PN237671,P,O,2023-12-27
49863,N8GR158484,R1,NO,2021-07-26
49864,H3RW582628,C,SO,2023-05-26
49865,N7QB433826,I,NO,2022-06-13
49866,D1NI813115,C,O,2022-11-08
49867,R8LX174721,C,C,2022-01-15
49868,Q2RX835556,R2,SE,2022-05-23
49869,V7RD441425,CE,N,2021-05-29
49870,I6LY851118,P,NO,2022-09-03
49871,A6OE422888,R4,E,2023-07-04
49872,U3SB456228,R2,C,2022-06-10
49873,X5QU531513,R3,SO,2023-10-31
49874,A6MX323877,P,NO,2023-10-26
49875,M1CI225746,I,SE,2021-03-08
49876,A8GD813264,CE,S,2022-05-14
49877,C1BS456766,R3,N,2023-06-11
49878,C1AP684162,P,NE,2022-06-14
49879,T8NJ357888,CE,S,2023-06-28
49880,S7OF478517,CE,C,2023-09-13
49881,M4HK826526,S,SE,2021-02-02
49882,K7XV875477,R3,NE,2022-02-04
49883,W3XW768625,S,N,2022-06-14
49884,I4DO866446,C,S,2023-01-08
49885,L1TT438436,CE,O,2022-12-10
49886,H8YO671782,I,SO,2023-03-09
49887,B4SY283512,P,NO,2021-12-17
49888,H7GM516755,P,SO,2023-03-07
49889,B5DT427743,S,SE,2022-12-16
49890,O2EY516777,CE,SO,2022-01-21
49891,E5EN228626,P,SE,2022-12-14
49892,X3CV134641,C,SO,2021-12-19
49893,E6BH153185,R1,O,2022-07-16
49894,R8RN618163,CE,SO,2022-02-25
49895,E7AK644822,C,S,2021-11-09
49896,D1BH518858,CE,O,2021-03-29
49897,N6BH368783,R4,O,2023-04-07
49898,B6RS756635,CE,E,2021-08-08
49899,W6OL757675,C,C,2022-11-18
49900,Q5CX148313,S,NE,2023-05-07
49901,W4LG678424,S,N,2021-07-27
49902,W1QJ485757,CE,NE,2023-06-04
49903,M6PA464614,I,NE,2022-09-22
49904,E1WG575241,R2,SE,2022-11-30
49905,V1KL823424,R3,O,2021-10-16
49906,H2BW528444,R3,SO,2022-12-05
49907,N5NP362223,R4,S,2022-04-05
49908,A3RE228841,R1,SO,2022-08-25
49909,Q7ME717167,R1,E,2023-06-15
49910,R3VK422626,C,O,2022-07-17
49911,B8DX253647,C,NO,2021-04-14
49912,T2JQ312621,R3,E,2022-11-09
49913,J7XB258587,S,N,2022-11-17
49914,F1XP427386,C,SE,2021-06-12
49915,U4KV836185,C,N,2023-04-30
49916,Q6AC471247,S,SO,2023-06-30
49917,H6XH728253,R2,SO,2023-12-26
49918,L3UT526867,R2,E,2022-03-15
49919,R2VX653854,S,SO,2022-07-20
49920,Y1PG434268,I,E,2021-04-29
49921,Q4QN433582,S,SE,2023-04-07
49922,A5TO478412,I,N,2021-07-04
49923,H4SE848131,R3,E,2023-09-18
49924,B2OW657135,CE,NO,2021-10-10
49925,I6LB865652,I,SO,2023-04-02
